"04:55.205","Lemme At'em Circle of Scorn Erichthonios Tick  533 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"04:55.205","Lemme At'em Blade of Valor Erichthonios Tick  1427 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"04:56.051","Lemme At'em prepares  attack  on Erichthonios 1161",""
"04:56.539","Lemme At'em prepares  Fast Blade  on Erichthonios 3573",""
"04:56.583","Lemme At'em attack Erichthonios 1161",""
"04:57.162","Lemme At'em Fast Blade Erichthonios 3573",""
"04:58.188","Lemme At'em Blade of Valor Erichthonios Tick  1832 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"04:58.321","Lemme At'em prepares  attack  on Erichthonios *1858*",""
"04:58.856","Lemme At'em attack Erichthonios *1858*",""
"04:58.944","Lemme At'em prepares  Riot Blade  on Erichthonios 5124 (+43%)",""
"04:59.702","Lemme At'em Riot Blade Erichthonios 5124 (+43%)",""
"05:00.592","Lemme At'em prepares  attack  on Erichthonios 1187",""
"05:01.125","Lemme At'em attack Erichthonios 1187",""
"05:01.215","Lemme At'em Blade of Valor Erichthonios Tick  1752 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:01.393","Lemme At'em prepares  Royal Authority  on Erichthonios 7093 (+69%)",""
"05:01.972","Lemme At'em Royal Authority Erichthonios 7093 (+69%)",""
"05:02.862","Lemme At'em prepares  attack  on Erichthonios 1200",""
"05:03.396","Lemme At'em attack Erichthonios 1200",""
"05:03.797","Lemme At'em prepares  Atonement  on Erichthonios 7504",""
"05:04.199","Lemme At'em Blade of Valor Erichthonios Tick  1523 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:05.088","Lemme At'em Atonement Erichthonios 7504",""
"05:05.133","Lemme At'em prepares  attack  on Erichthonios 1128",""
"05:05.667","Lemme At'em attack Erichthonios 1128",""
"05:06.200","Lemme At'em prepares  Atonement  on Erichthonios 8657 (Direct Hit)",""
"05:07.179","Lemme At'em Blade of Valor Erichthonios Tick  1703 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:07.400","Lemme At'em prepares  attack  on Erichthonios 1134",""
"05:07.489","Lemme At'em Atonement Erichthonios 8657 (Direct Hit)",""
"05:07.933","Lemme At'em attack Erichthonios 1134",""
"05:08.646","Lemme At'em prepares  Fast Blade  on Erichthonios 3505",""
"05:09.271","Lemme At'em Fast Blade Erichthonios 3505",""
"05:09.671","Lemme At'em prepares  attack  on Erichthonios 1231",""
"05:10.203","Lemme At'em attack Erichthonios 1231",""
"05:10.203","Lemme At'em Blade of Valor Erichthonios Tick  1523 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:11.049","Lemme At'em prepares  Riot Blade  on Erichthonios 6376 (+43%)+25% damage",""
"05:11.672","Lemme At'em prepares  Circle of Scorn  on Erichthonios *4368* (Direct Hit)+25% damage",""
"05:11.806","Lemme At'em Riot Blade Erichthonios 6376 (+43%)",""
"05:11.940","Lemme At'em prepares  attack  on Erichthonios 1933 (Direct Hit)+25% damage",""
"05:12.296","Lemme At'em prepares  Intervene  on Erichthonios 3155+25% damage",""
"05:12.473","Lemme At'em attack Erichthonios 1933 (Direct Hit)",""
"05:12.695","Lemme At'em Circle of Scorn Erichthonios *4368* (Direct Hit)",""
"05:12.874","Lemme At'em Intervene Erichthonios 3155",""
"05:13.184","Lemme At'em Blade of Valor Erichthonios Tick  1797 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:13.184","Lemme At'em Circle of Scorn Erichthonios Tick  838 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage",""
"05:13.496","Lemme At'em prepares  Goring Blade  on Erichthonios 6926 (Direct Hit) (+60%)+25% damage",""
"05:14.029","Lemme At'em Goring Blade Erichthonios 6926 (Direct Hit) (+60%)",""
"05:14.074","Lemme At'em prepares  Expiacion  on Erichthonios *11627*+25% damage",""
"05:14.208","Lemme At'em prepares  attack  on Erichthonios *2882* (Direct Hit)+25% damage",""
"05:14.431","Lemme At'em Expiacion Erichthonios *11627*",""
"05:14.743","Lemme At'em attack Erichthonios *2882* (Direct Hit)",""
"05:14.743","Lemme At'em prepares  Intervene  on Erichthonios 3097+25% damage",""
"05:15.320","Lemme At'em Intervene Erichthonios 3097",""
"05:15.898","Lemme At'em prepares  Fast Blade  on Erichthonios *6668*+25% damage",""
"05:16.210","Lemme At'em Circle of Scorn Erichthonios Tick  776 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage",""
"05:16.210","Lemme At'em Goring Blade Erichthonios Tick  1686 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:16.476","Lemme At'em prepares  attack  on Erichthonios 1837 (Direct Hit)+25% damage",""
"05:16.521","Lemme At'em Fast Blade Erichthonios *6668*",""
"05:17.009","Lemme At'em attack Erichthonios 1837 (Direct Hit)",""
"05:18.345","Lemme At'em prepares  Riot Blade  on Erichthonios 6137 (+43%)+25% damage",""
"05:18.746","Lemme At'em prepares  attack  on Erichthonios 1546+25% damage",""
"05:19.100","Lemme At'em Riot Blade Erichthonios 6137 (+43%)",""
"05:19.189","Lemme At'em Circle of Scorn Erichthonios Tick  787 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage",""
"05:19.189","Lemme At'em Goring Blade Erichthonios Tick  1712 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:19.278","Lemme At'em attack Erichthonios 1546",""
"05:20.126","Lemme At'em prepares  Requiescat  on Erichthonios *10426*",""
"05:20.751","Lemme At'em Requiescat Erichthonios *10426*",""
"05:20.751","Lemme At'em prepares  Royal Authority  on Erichthonios *18422* (Direct Hit) (+69%)+25% damage",""
"05:21.018","Lemme At'em prepares  attack  on Erichthonios 1527+25% damage",""
"05:21.328","Lemme At'em Royal Authority Erichthonios *18422* (Direct Hit) (+69%)",""
"05:21.552","Lemme At'em attack Erichthonios 1527",""
"05:22.176","Lemme At'em Circle of Scorn Erichthonios Tick  697 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage",""
"05:22.176","Lemme At'em Goring Blade Erichthonios Tick  1515 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:23.198","Lemme At'em prepares  Atonement  on Erichthonios *18460* (Direct Hit)+25% damage",""
"05:23.287","Lemme At'em prepares  attack  on Erichthonios 1930 (Direct Hit)+25% damage",""
"05:23.820","Lemme At'em attack Erichthonios 1930 (Direct Hit)",""
"05:24.487","Lemme At'em Atonement Erichthonios *18460* (Direct Hit)",""
"05:25.201","Lemme At'em Circle of Scorn Erichthonios Tick  734 (T: 661, C: 24.2%, D: 19.2%, P/R: 18.36, G: 688.34, M: 1.25, S: 791)+25% damage",""
"05:25.201","Lemme At'em Goring Blade Erichthonios Tick  1596 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:25.557","Lemme At'em prepares  attack  on Erichthonios 1445+25% damage",""
"05:25.602","Lemme At'em prepares  Atonement  on Erichthonios 8711+25% damage",""
"05:26.092","Lemme At'em attack Erichthonios 1445",""
"05:26.892","Lemme At'em Atonement Erichthonios 8711",""
"05:27.826","Lemme At'em prepares  attack  on Erichthonios 1430+25% damage",""
"05:28.048","Lemme At'em prepares  Atonement  on Erichthonios 9406+25% damage",""
"05:28.182","Lemme At'em Goring Blade Erichthonios Tick  1818 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:28.359","Lemme At'em attack Erichthonios 1430",""
"05:29.339","Lemme At'em Atonement Erichthonios 9406",""
"05:30.095","Lemme At'em prepares  attack  on Erichthonios 1417+25% damage",""
"05:30.452","Lemme At'em prepares  Fast Blade  on Erichthonios 4206+25% damage",""
"05:30.629","Lemme At'em attack Erichthonios 1417",""
"05:31.074","Lemme At'em Fast Blade Erichthonios 4206",""
"05:31.209","Lemme At'em Goring Blade Erichthonios Tick  2108 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:32.366","Lemme At'em prepares  attack  on Erichthonios *2316*+25% damage",""
"05:32.857","Lemme At'em prepares  Riot Blade  on Erichthonios 6198 (+43%)+25% damage",""
"05:32.901","Lemme At'em attack Erichthonios *2316*",""
"05:33.612","Lemme At'em Riot Blade Erichthonios 6198 (+43%)",""
"05:34.190","Lemme At'em Goring Blade Erichthonios Tick  1903 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:34.636","Lemme At'em prepares  attack  on Erichthonios 1778 (Direct Hit)+25% damage",""
"05:35.171","Lemme At'em attack Erichthonios 1778 (Direct Hit)",""
"05:35.350","Lemme At'em prepares  Goring Blade  on Erichthonios *8795* (+60%)+25% damage",""
"05:35.884","Lemme At'em Goring Blade Erichthonios *8795* (+60%)",""
"05:36.909","Lemme At'em prepares  attack  on Erichthonios 1550 (Direct Hit)",""
"05:37.220","Lemme At'em Goring Blade Erichthonios Tick  1720 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:37.442","Lemme At'em attack Erichthonios 1550 (Direct Hit)",""
"05:37.754","Lemme At'em prepares  Holy Spirit  on Erichthonios 11337 (Direct Hit)",""
"05:38.512","Lemme At'em Holy Spirit Erichthonios 11337 (Direct Hit)",""
"05:39.179","Lemme At'em prepares  attack  on Erichthonios 1467 (Direct Hit)",""
"05:39.712","Lemme At'em attack Erichthonios 1467 (Direct Hit)",""
"05:40.201","Lemme At'em Goring Blade Erichthonios Tick  1484 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:40.246","Lemme At'em prepares  Holy Spirit  on Erichthonios 9229",""
"05:41.001","Lemme At'em Holy Spirit Erichthonios 9229",""
"05:41.446","Lemme At'em prepares  attack  on Erichthonios *1948*",""
"05:41.669","Lemme At'em prepares  Circle of Scorn  on Erichthonios *2710*",""
"05:41.979","Lemme At'em attack Erichthonios *1948*",""
"05:42.693","Lemme At'em Circle of Scorn Erichthonios *2710*",""
"05:42.737","Lemme At'em prepares  Holy Spirit  on Erichthonios *17570* (Direct Hit)",""
"05:43.183","Lemme At'em Goring Blade Erichthonios Tick  1671 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:43.183","Lemme At'em Circle of Scorn Erichthonios Tick  614 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"05:43.495","Lemme At'em Holy Spirit Erichthonios *17570* (Direct Hit)",""
"05:43.718","Lemme At'em prepares  attack  on Erichthonios 1188",""
"05:44.074","Lemme At'em prepares  Expiacion  on Erichthonios 6046",""
"05:44.251","Lemme At'em attack Erichthonios 1188",""
"05:44.430","Lemme At'em Expiacion Erichthonios 6046",""
"05:45.275","Lemme At'em prepares  Holy Spirit  on Erichthonios *14899*",""
"05:45.988","Lemme At'em prepares  attack  on Erichthonios 1207",""
"05:46.032","Lemme At'em Holy Spirit Erichthonios *14899*",""
"05:46.211","Lemme At'em Goring Blade Erichthonios Tick  1804 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:46.211","Lemme At'em Circle of Scorn Erichthonios Tick  664 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"05:46.523","Lemme At'em attack Erichthonios 1207",""
"05:47.770","Lemme At'em prepares  Confiteor  on Erichthonios *24633*",""
"05:48.261","Lemme At'em prepares  attack  on Erichthonios 1509 (Direct Hit)",""
"05:48.395","Lemme At'em Confiteor Erichthonios *24633*",""
"05:48.794","Lemme At'em attack Erichthonios 1509 (Direct Hit)",""
"05:49.196","Lemme At'em Goring Blade Erichthonios Tick  1486 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:49.196","Lemme At'em Circle of Scorn Erichthonios Tick  547 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"05:50.264","Lemme At'em prepares  Blade of Faith  on Erichthonios 7320",""
"05:50.530","Lemme At'em prepares  attack  on Erichthonios *2469* (Direct Hit)",""
"05:50.931","Lemme At'em Blade of Faith Erichthonios 7320",""
"05:51.065","Lemme At'em attack Erichthonios *2469* (Direct Hit)",""
"05:52.176","Lemme At'em Goring Blade Erichthonios Tick  1550 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:52.176","Lemme At'em Circle of Scorn Erichthonios Tick  570 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"05:52.755","Lemme At'em prepares  Blade of Truth  on Erichthonios 9011",""
"05:52.800","Lemme At'em prepares  attack  on Erichthonios 1149",""
"05:53.334","Lemme At'em attack Erichthonios 1149",""
"05:53.687","Lemme At'em Blade of Truth Erichthonios 9011",""
"05:55.067","Lemme At'em prepares  attack  on Erichthonios 1234",""
"05:55.200","Lemme At'em Goring Blade Erichthonios Tick  1424 (T: 1438, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1491.41, M: 1.25, S: 1722)+25% damage",""
"05:55.200","Lemme At'em Circle of Scorn Erichthonios Tick  524 (T: 529, C: 24.2%, D: 19.2%, P/R: 18.36, G: 550.67, M: 1, S: 633)",""
"05:55.245","Lemme At'em prepares  Blade of Valor  on Erichthonios *16578*",""
"05:55.598","Lemme At'em attack Erichthonios 1234",""
"05:56.174","Lemme At'em Blade of Valor Erichthonios *16578*",""
"05:57.331","Lemme At'em prepares  attack  on Erichthonios *1804*",""
"05:57.775","Lemme At'em prepares  Fast Blade  on Erichthonios 3596",""
"05:57.864","Lemme At'em attack Erichthonios *1804*",""
"05:58.177","Lemme At'em Blade of Valor Erichthonios Tick  1453 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"05:58.400","Lemme At'em Fast Blade Erichthonios 3596",""
"05:59.601","Lemme At'em prepares  attack  on Erichthonios 1128",""
"06:00.135","Lemme At'em attack Erichthonios 1128",""
"06:00.223","Lemme At'em prepares  Riot Blade  on Erichthonios 4995 (+43%)",""
"06:00.979","Lemme At'em Riot Blade Erichthonios 4995 (+43%)",""
"06:01.203","Lemme At'em Blade of Valor Erichthonios Tick  1413 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"06:01.871","Lemme At'em prepares  attack  on Erichthonios 1169",""
"06:02.405","Lemme At'em attack Erichthonios 1169",""
"06:02.629","Lemme At'em prepares  Royal Authority  on Erichthonios 7299 (+69%)",""
"06:03.207","Lemme At'em Royal Authority Erichthonios 7299 (+69%)",""
"06:04.140","Lemme At'em prepares  attack  on Erichthonios 1206",""
"06:04.185","Lemme At'em Blade of Valor Erichthonios Tick  1677 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"06:04.674","Lemme At'em attack Erichthonios 1206",""
"06:05.030","Lemme At'em prepares  Atonement  on Erichthonios *11538*",""
"06:06.319","Lemme At'em Atonement Erichthonios *11538*",""
"06:06.409","Lemme At'em prepares  attack  on Erichthonios 1223",""
"06:06.943","Lemme At'em attack Erichthonios 1223",""
"06:07.210","Lemme At'em Blade of Valor Erichthonios Tick  1815 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
"06:07.478","Lemme At'em prepares  Atonement  on Erichthonios 7175",""
"06:08.678","Lemme At'em prepares  attack  on Erichthonios 1160",""
"06:08.767","Lemme At'em Atonement Erichthonios 7175",""
"06:09.212","Lemme At'em attack Erichthonios 1160",""
"06:09.924","Lemme At'em prepares  Fast Blade  on Erichthonios 3531",""
"06:10.191","Lemme At'em Blade of Valor Erichthonios Tick  1934 (T: 1417, C: 24.2%, D: 19.2%, P/R: 18.36, G: 1468.46, M: 1, S: 1697)",""
